head	relation	tail	head_cui	tail_cui	source
Entity4612	similar_to	Entity2054	C1046118	C1046119	synthetic
Entity4612	derived_from	Entity7326	C1046120	C1046121	synthetic
Entity4612	regulates	Entity7192	C1046122	C1046123	synthetic
Entity4613	part_of	Entity7117	C1046124	C1046125	synthetic
Entity4613	correlated_with	Entity5500	C1046126	C1046127	synthetic
Entity4613	interacts_with	Entity8334	C1046128	C1046129	synthetic
Entity4613	regulates	Entity9513	C1046130	C1046131	synthetic
Entity4613	precedes	Entity6304	C1046132	C1046133	synthetic
Entity4614	similar_to	Entity7312	C1046134	C1046135	synthetic
Entity4614	follows	Entity4820	C1046136	C1046137	synthetic
Entity4614	follows	Entity2474	C1046138	C1046139	synthetic
Entity4614	binds_to	Entity4743	C1046140	C1046141	synthetic
Entity4614	part_of	Entity9946	C1046142	C1046143	synthetic
Entity4615	treats	Entity3176	C1046144	C1046145	synthetic
Entity4615	derived_from	Entity3297	C1046146	C1046147	synthetic
Entity4615	has_phenotype	Entity8011	C1046148	C1046149	synthetic
Entity4615	mutated_in	Entity8108	C1046150	C1046151	synthetic
Entity4615	derived_from	Entity6607	C1046152	C1046153	synthetic
Entity4616	binds_to	Entity8267	C1046154	C1046155	synthetic
Entity4616	associated_with	Entity9888	C1046156	C1046157	synthetic
Entity4616	activates	Entity5412	C1046158	C1046159	synthetic
Entity4616	derived_from	Entity6624	C1046160	C1046161	synthetic
Entity4616	correlated_with	Entity7194	C1046162	C1046163	synthetic
Entity4617	mutated_in	Entity3428	C1046164	C1046165	synthetic
Entity4617	inhibits	Entity520	C1046166	C1046167	synthetic
Entity4617	located_in	Entity1239	C1046168	C1046169	synthetic
Entity4617	inhibits	Entity2022	C1046170	C1046171	synthetic
Entity4617	co_occurs_with	Entity1758	C1046172	C1046173	synthetic
Entity4618	part_of	Entity7375	C1046174	C1046175	synthetic
Entity4618	belongs_to_pathway	Entity242	C1046176	C1046177	synthetic
Entity4618	regulates	Entity3986	C1046178	C1046179	synthetic
Entity4618	inhibits	Entity675	C1046180	C1046181	synthetic
Entity4618	precedes	Entity9086	C1046182	C1046183	synthetic
Entity4619	inhibits	Entity3630	C1046184	C1046185	synthetic
Entity4619	interacts_with	Entity3271	C1046186	C1046187	synthetic
Entity4619	interacts_with	Entity5224	C1046188	C1046189	synthetic
Entity4619	associated_with	Entity8390	C1046190	C1046191	synthetic
Entity4619	located_in	Entity1726	C1046192	C1046193	synthetic
Entity4620	binds_to	Entity6599	C1046194	C1046195	synthetic
Entity4620	associated_with	Entity8856	C1046196	C1046197	synthetic
Entity4620	activates	Entity2580	C1046198	C1046199	synthetic
Entity4620	expressed_in	Entity6936	C1046200	C1046201	synthetic
Entity4620	causes	Entity8810	C1046202	C1046203	synthetic
Entity4621	part_of	Entity1953	C1046204	C1046205	synthetic
Entity4621	correlated_with	Entity3638	C1046206	C1046207	synthetic
Entity4621	part_of	Entity8659	C1046208	C1046209	synthetic
Entity4621	inhibits	Entity5986	C1046210	C1046211	synthetic
Entity4621	interacts_with	Entity1179	C1046212	C1046213	synthetic
Entity4622	binds_to	Entity5793	C1046214	C1046215	synthetic
Entity4622	follows	Entity3948	C1046216	C1046217	synthetic
Entity4622	precedes	Entity7930	C1046218	C1046219	synthetic
Entity4622	has_phenotype	Entity1544	C1046220	C1046221	synthetic
Entity4622	activates	Entity7941	C1046222	C1046223	synthetic
Entity4623	treats	Entity4261	C1046224	C1046225	synthetic
Entity4623	follows	Entity5202	C1046226	C1046227	synthetic
Entity4623	associated_with	Entity1383	C1046228	C1046229	synthetic
Entity4623	derived_from	Entity6186	C1046230	C1046231	synthetic
Entity4623	correlated_with	Entity201	C1046232	C1046233	synthetic
Entity4624	mutated_in	Entity6885	C1046234	C1046235	synthetic
Entity4624	located_in	Entity3861	C1046236	C1046237	synthetic
Entity4624	causes	Entity5787	C1046238	C1046239	synthetic
Entity4624	located_in	Entity4746	C1046240	C1046241	synthetic
Entity4624	expressed_in	Entity620	C1046242	C1046243	synthetic
Entity4625	mutated_in	Entity6723	C1046244	C1046245	synthetic
Entity4625	regulates	Entity2351	C1046246	C1046247	synthetic
Entity4625	precedes	Entity8101	C1046248	C1046249	synthetic
Entity4625	expressed_in	Entity9914	C1046250	C1046251	synthetic
Entity4625	belongs_to_pathway	Entity2369	C1046252	C1046253	synthetic
Entity4626	precedes	Entity1716	C1046254	C1046255	synthetic
Entity4626	derived_from	Entity2398	C1046256	C1046257	synthetic
Entity4626	activates	Entity1626	C1046258	C1046259	synthetic
Entity4626	causes	Entity5527	C1046260	C1046261	synthetic
Entity4626	expressed_in	Entity6812	C1046262	C1046263	synthetic
Entity4627	causes	Entity1065	C1046264	C1046265	synthetic
Entity4627	regulates	Entity8673	C1046266	C1046267	synthetic
Entity4627	treats	Entity543	C1046268	C1046269	synthetic
Entity4627	co_occurs_with	Entity5293	C1046270	C1046271	synthetic
Entity4627	co_occurs_with	Entity9534	C1046272	C1046273	synthetic
Entity4628	located_in	Entity289	C1046274	C1046275	synthetic
Entity4628	part_of	Entity2227	C1046276	C1046277	synthetic
Entity4628	treats	Entity8576	C1046278	C1046279	synthetic
Entity4628	follows	Entity608	C1046280	C1046281	synthetic
Entity4628	has_phenotype	Entity7825	C1046282	C1046283	synthetic
Entity4629	derived_from	Entity3013	C1046284	C1046285	synthetic
Entity4629	located_in	Entity8699	C1046286	C1046287	synthetic
Entity4629	has_phenotype	Entity6855	C1046288	C1046289	synthetic
Entity4629	precedes	Entity812	C1046290	C1046291	synthetic
Entity4629	derived_from	Entity3513	C1046292	C1046293	synthetic
Entity4630	treats	Entity9049	C1046294	C1046295	synthetic
Entity4630	precedes	Entity6411	C1046296	C1046297	synthetic
Entity4630	interacts_with	Entity2686	C1046298	C1046299	synthetic
Entity4630	causes	Entity4766	C1046300	C1046301	synthetic
Entity4630	activates	Entity7250	C1046302	C1046303	synthetic
Entity4631	inhibits	Entity7717	C1046304	C1046305	synthetic
Entity4631	correlated_with	Entity883	C1046306	C1046307	synthetic
Entity4631	treats	Entity7428	C1046308	C1046309	synthetic
Entity4631	inhibits	Entity4596	C1046310	C1046311	synthetic
Entity4631	associated_with	Entity9479	C1046312	C1046313	synthetic
Entity4632	part_of	Entity3195	C1046314	C1046315	synthetic
Entity4632	part_of	Entity164	C1046316	C1046317	synthetic
Entity4632	associated_with	Entity2540	C1046318	C1046319	synthetic
Entity4632	belongs_to_pathway	Entity852	C1046320	C1046321	synthetic
Entity4632	mutated_in	Entity6408	C1046322	C1046323	synthetic
Entity4633	causes	Entity6517	C1046324	C1046325	synthetic
Entity4633	associated_with	Entity7903	C1046326	C1046327	synthetic
Entity4633	regulates	Entity2904	C1046328	C1046329	synthetic
Entity4633	regulates	Entity8068	C1046330	C1046331	synthetic
Entity4633	belongs_to_pathway	Entity8415	C1046332	C1046333	synthetic
Entity4634	part_of	Entity7354	C1046334	C1046335	synthetic
Entity4634	precedes	Entity8575	C1046336	C1046337	synthetic
Entity4634	part_of	Entity8677	C1046338	C1046339	synthetic
Entity4634	treats	Entity2814	C1046340	C1046341	synthetic
Entity4634	mutated_in	Entity3785	C1046342	C1046343	synthetic
Entity4635	activates	Entity7566	C1046344	C1046345	synthetic
Entity4635	interacts_with	Entity8731	C1046346	C1046347	synthetic
Entity4635	mutated_in	Entity5409	C1046348	C1046349	synthetic
Entity4635	part_of	Entity2501	C1046350	C1046351	synthetic
Entity4635	mutated_in	Entity3394	C1046352	C1046353	synthetic
Entity4636	follows	Entity2214	C1046354	C1046355	synthetic
Entity4636	mutated_in	Entity7430	C1046356	C1046357	synthetic
Entity4636	binds_to	Entity5373	C1046358	C1046359	synthetic
Entity4636	interacts_with	Entity609	C1046360	C1046361	synthetic
Entity4636	follows	Entity4861	C1046362	C1046363	synthetic
Entity4637	precedes	Entity4076	C1046364	C1046365	synthetic
Entity4637	co_occurs_with	Entity4845	C1046366	C1046367	synthetic
Entity4637	regulates	Entity6026	C1046368	C1046369	synthetic
Entity4637	treats	Entity3845	C1046370	C1046371	synthetic
Entity4637	precedes	Entity8288	C1046372	C1046373	synthetic
Entity4638	regulates	Entity6583	C1046374	C1046375	synthetic
Entity4638	part_of	Entity5914	C1046376	C1046377	synthetic
Entity4638	similar_to	Entity4395	C1046378	C1046379	synthetic
Entity4638	causes	Entity8946	C1046380	C1046381	synthetic
Entity4638	co_occurs_with	Entity940	C1046382	C1046383	synthetic
Entity4639	mutated_in	Entity9404	C1046384	C1046385	synthetic
Entity4639	derived_from	Entity4417	C1046386	C1046387	synthetic
Entity4639	located_in	Entity3550	C1046388	C1046389	synthetic
Entity4639	part_of	Entity6735	C1046390	C1046391	synthetic
Entity4639	activates	Entity8572	C1046392	C1046393	synthetic
Entity4640	has_phenotype	Entity7832	C1046394	C1046395	synthetic
Entity4640	has_phenotype	Entity5889	C1046396	C1046397	synthetic
Entity4640	binds_to	Entity279	C1046398	C1046399	synthetic
Entity4640	precedes	Entity5508	C1046400	C1046401	synthetic
Entity4640	precedes	Entity3997	C1046402	C1046403	synthetic
Entity4641	has_phenotype	Entity8074	C1046404	C1046405	synthetic
Entity4641	associated_with	Entity633	C1046406	C1046407	synthetic
Entity4641	similar_to	Entity8188	C1046408	C1046409	synthetic
Entity4641	part_of	Entity513	C1046410	C1046411	synthetic
Entity4641	causes	Entity9520	C1046412	C1046413	synthetic
Entity4642	interacts_with	Entity3084	C1046414	C1046415	synthetic
Entity4642	expressed_in	Entity7271	C1046416	C1046417	synthetic
Entity4642	treats	Entity1556	C1046418	C1046419	synthetic
Entity4642	has_phenotype	Entity3719	C1046420	C1046421	synthetic
Entity4642	correlated_with	Entity9626	C1046422	C1046423	synthetic
Entity4643	regulates	Entity38	C1046424	C1046425	synthetic
Entity4643	inhibits	Entity3161	C1046426	C1046427	synthetic
Entity4643	interacts_with	Entity3874	C1046428	C1046429	synthetic
Entity4643	derived_from	Entity6140	C1046430	C1046431	synthetic
Entity4643	derived_from	Entity9513	C1046432	C1046433	synthetic
Entity4644	associated_with	Entity4335	C1046434	C1046435	synthetic
Entity4644	causes	Entity1892	C1046436	C1046437	synthetic
Entity4644	regulates	Entity1366	C1046438	C1046439	synthetic
Entity4644	associated_with	Entity6647	C1046440	C1046441	synthetic
Entity4644	part_of	Entity1484	C1046442	C1046443	synthetic
Entity4645	inhibits	Entity3275	C1046444	C1046445	synthetic
Entity4645	mutated_in	Entity5355	C1046446	C1046447	synthetic
Entity4645	derived_from	Entity116	C1046448	C1046449	synthetic
Entity4645	mutated_in	Entity2725	C1046450	C1046451	synthetic
Entity4645	causes	Entity6278	C1046452	C1046453	synthetic
Entity4646	inhibits	Entity9290	C1046454	C1046455	synthetic
Entity4646	located_in	Entity1265	C1046456	C1046457	synthetic
Entity4646	expressed_in	Entity4527	C1046458	C1046459	synthetic
Entity4646	located_in	Entity6329	C1046460	C1046461	synthetic
Entity4646	activates	Entity3714	C1046462	C1046463	synthetic
Entity4647	located_in	Entity1916	C1046464	C1046465	synthetic
Entity4647	regulates	Entity1548	C1046466	C1046467	synthetic
Entity4647	precedes	Entity859	C1046468	C1046469	synthetic
Entity4647	inhibits	Entity2558	C1046470	C1046471	synthetic
Entity4647	associated_with	Entity1726	C1046472	C1046473	synthetic
Entity4648	co_occurs_with	Entity1045	C1046474	C1046475	synthetic
Entity4648	similar_to	Entity1404	C1046476	C1046477	synthetic
Entity4648	part_of	Entity1983	C1046478	C1046479	synthetic
Entity4648	regulates	Entity9536	C1046480	C1046481	synthetic
Entity4648	similar_to	Entity5184	C1046482	C1046483	synthetic
Entity4649	causes	Entity4096	C1046484	C1046485	synthetic
Entity4649	interacts_with	Entity5479	C1046486	C1046487	synthetic
Entity4649	follows	Entity9891	C1046488	C1046489	synthetic
Entity4649	associated_with	Entity5930	C1046490	C1046491	synthetic
Entity4649	treats	Entity9078	C1046492	C1046493	synthetic
Entity4650	associated_with	Entity9797	C1046494	C1046495	synthetic
Entity4650	belongs_to_pathway	Entity93	C1046496	C1046497	synthetic
Entity4650	similar_to	Entity6767	C1046498	C1046499	synthetic
Entity4650	has_phenotype	Entity3813	C1046500	C1046501	synthetic
Entity4650	derived_from	Entity2577	C1046502	C1046503	synthetic
Entity4651	has_phenotype	Entity3700	C1046504	C1046505	synthetic
Entity4651	has_phenotype	Entity9799	C1046506	C1046507	synthetic
Entity4651	co_occurs_with	Entity1425	C1046508	C1046509	synthetic
Entity4651	activates	Entity7081	C1046510	C1046511	synthetic
Entity4651	mutated_in	Entity5922	C1046512	C1046513	synthetic
Entity4652	interacts_with	Entity4321	C1046514	C1046515	synthetic
Entity4652	associated_with	Entity3929	C1046516	C1046517	synthetic
Entity4652	mutated_in	Entity2458	C1046518	C1046519	synthetic
Entity4652	located_in	Entity8638	C1046520	C1046521	synthetic
Entity4652	interacts_with	Entity7846	C1046522	C1046523	synthetic
Entity4653	located_in	Entity890	C1046524	C1046525	synthetic
Entity4653	belongs_to_pathway	Entity6786	C1046526	C1046527	synthetic
Entity4653	associated_with	Entity6937	C1046528	C1046529	synthetic
Entity4653	regulates	Entity2761	C1046530	C1046531	synthetic
Entity4653	mutated_in	Entity9521	C1046532	C1046533	synthetic
Entity4654	has_phenotype	Entity3166	C1046534	C1046535	synthetic
Entity4654	similar_to	Entity7303	C1046536	C1046537	synthetic
Entity4654	regulates	Entity7271	C1046538	C1046539	synthetic
Entity4654	regulates	Entity1329	C1046540	C1046541	synthetic
Entity4654	causes	Entity9502	C1046542	C1046543	synthetic
Entity4655	co_occurs_with	Entity6016	C1046544	C1046545	synthetic
Entity4655	co_occurs_with	Entity1400	C1046546	C1046547	synthetic
Entity4655	inhibits	Entity5523	C1046548	C1046549	synthetic
Entity4655	expressed_in	Entity2476	C1046550	C1046551	synthetic
Entity4655	part_of	Entity8126	C1046552	C1046553	synthetic
Entity4656	has_phenotype	Entity8080	C1046554	C1046555	synthetic
Entity4656	located_in	Entity2674	C1046556	C1046557	synthetic
Entity4656	belongs_to_pathway	Entity1999	C1046558	C1046559	synthetic
Entity4656	similar_to	Entity8633	C1046560	C1046561	synthetic
Entity4656	part_of	Entity8562	C1046562	C1046563	synthetic
Entity4657	part_of	Entity8586	C1046564	C1046565	synthetic
Entity4657	located_in	Entity1889	C1046566	C1046567	synthetic
Entity4657	activates	Entity9074	C1046568	C1046569	synthetic
Entity4657	co_occurs_with	Entity1616	C1046570	C1046571	synthetic
Entity4657	belongs_to_pathway	Entity1734	C1046572	C1046573	synthetic
Entity4658	treats	Entity1856	C1046574	C1046575	synthetic
Entity4658	binds_to	Entity1092	C1046576	C1046577	synthetic
Entity4658	binds_to	Entity2662	C1046578	C1046579	synthetic
Entity4658	mutated_in	Entity1900	C1046580	C1046581	synthetic
Entity4658	correlated_with	Entity4796	C1046582	C1046583	synthetic
Entity4659	has_phenotype	Entity5107	C1046584	C1046585	synthetic
Entity4659	derived_from	Entity5002	C1046586	C1046587	synthetic
Entity4659	inhibits	Entity7202	C1046588	C1046589	synthetic
Entity4659	inhibits	Entity1218	C1046590	C1046591	synthetic
Entity4659	treats	Entity7269	C1046592	C1046593	synthetic
Entity4660	binds_to	Entity7699	C1046594	C1046595	synthetic
Entity4660	follows	Entity1514	C1046596	C1046597	synthetic
Entity4660	derived_from	Entity8	C1046598	C1046599	synthetic
Entity4660	part_of	Entity6591	C1046600	C1046601	synthetic
Entity4660	regulates	Entity5262	C1046602	C1046603	synthetic
Entity4661	causes	Entity5201	C1046604	C1046605	synthetic
Entity4661	has_phenotype	Entity8892	C1046606	C1046607	synthetic
Entity4661	associated_with	Entity7792	C1046608	C1046609	synthetic
Entity4661	binds_to	Entity3146	C1046610	C1046611	synthetic
Entity4661	interacts_with	Entity121	C1046612	C1046613	synthetic
Entity4662	co_occurs_with	Entity1487	C1046614	C1046615	synthetic
Entity4662	treats	Entity6607	C1046616	C1046617	synthetic
Entity4662	associated_with	Entity7561	C1046618	C1046619	synthetic
Entity4662	interacts_with	Entity6339	C1046620	C1046621	synthetic
Entity4662	causes	Entity3379	C1046622	C1046623	synthetic
Entity4663	interacts_with	Entity1857	C1046624	C1046625	synthetic
Entity4663	similar_to	Entity2059	C1046626	C1046627	synthetic
Entity4663	precedes	Entity3493	C1046628	C1046629	synthetic
Entity4663	treats	Entity3631	C1046630	C1046631	synthetic
Entity4663	treats	Entity8558	C1046632	C1046633	synthetic
Entity4664	mutated_in	Entity7455	C1046634	C1046635	synthetic
Entity4664	activates	Entity485	C1046636	C1046637	synthetic
Entity4664	co_occurs_with	Entity5208	C1046638	C1046639	synthetic
Entity4664	located_in	Entity9619	C1046640	C1046641	synthetic
Entity4664	derived_from	Entity5859	C1046642	C1046643	synthetic
Entity4665	associated_with	Entity4252	C1046644	C1046645	synthetic
Entity4665	treats	Entity502	C1046646	C1046647	synthetic
Entity4665	treats	Entity9334	C1046648	C1046649	synthetic
Entity4665	regulates	Entity5196	C1046650	C1046651	synthetic
Entity4665	located_in	Entity2127	C1046652	C1046653	synthetic
Entity4666	similar_to	Entity937	C1046654	C1046655	synthetic
Entity4666	expressed_in	Entity9059	C1046656	C1046657	synthetic
Entity4666	treats	Entity4766	C1046658	C1046659	synthetic
Entity4666	derived_from	Entity2014	C1046660	C1046661	synthetic
Entity4666	inhibits	Entity4590	C1046662	C1046663	synthetic
Entity4667	mutated_in	Entity4443	C1046664	C1046665	synthetic
Entity4667	treats	Entity4963	C1046666	C1046667	synthetic
Entity4667	binds_to	Entity2000	C1046668	C1046669	synthetic
Entity4667	belongs_to_pathway	Entity7750	C1046670	C1046671	synthetic
Entity4667	located_in	Entity4778	C1046672	C1046673	synthetic
Entity4668	expressed_in	Entity7151	C1046674	C1046675	synthetic
Entity4668	correlated_with	Entity4501	C1046676	C1046677	synthetic
Entity4668	expressed_in	Entity2389	C1046678	C1046679	synthetic
Entity4668	causes	Entity3749	C1046680	C1046681	synthetic
Entity4668	regulates	Entity6970	C1046682	C1046683	synthetic
Entity4669	treats	Entity2069	C1046684	C1046685	synthetic
Entity4669	derived_from	Entity1298	C1046686	C1046687	synthetic
Entity4669	binds_to	Entity8375	C1046688	C1046689	synthetic
Entity4669	causes	Entity6559	C1046690	C1046691	synthetic
Entity4669	correlated_with	Entity3675	C1046692	C1046693	synthetic
Entity4670	has_phenotype	Entity9791	C1046694	C1046695	synthetic
Entity4670	belongs_to_pathway	Entity1602	C1046696	C1046697	synthetic
Entity4670	activates	Entity2438	C1046698	C1046699	synthetic
Entity4670	derived_from	Entity4572	C1046700	C1046701	synthetic
Entity4670	belongs_to_pathway	Entity6404	C1046702	C1046703	synthetic
Entity4671	treats	Entity2406	C1046704	C1046705	synthetic
Entity4671	regulates	Entity8114	C1046706	C1046707	synthetic
Entity4671	binds_to	Entity6958	C1046708	C1046709	synthetic
Entity4671	inhibits	Entity5320	C1046710	C1046711	synthetic
Entity4671	interacts_with	Entity3827	C1046712	C1046713	synthetic
Entity4672	binds_to	Entity7096	C1046714	C1046715	synthetic
Entity4672	belongs_to_pathway	Entity9510	C1046716	C1046717	synthetic
Entity4672	derived_from	Entity156	C1046718	C1046719	synthetic
Entity4672	belongs_to_pathway	Entity552	C1046720	C1046721	synthetic
Entity4672	interacts_with	Entity4718	C1046722	C1046723	synthetic
Entity4673	inhibits	Entity1574	C1046724	C1046725	synthetic
Entity4673	interacts_with	Entity7795	C1046726	C1046727	synthetic
Entity4673	regulates	Entity3666	C1046728	C1046729	synthetic
Entity4673	activates	Entity6967	C1046730	C1046731	synthetic
Entity4673	associated_with	Entity1723	C1046732	C1046733	synthetic
Entity4674	precedes	Entity8132	C1046734	C1046735	synthetic
Entity4674	causes	Entity9807	C1046736	C1046737	synthetic
Entity4674	precedes	Entity7922	C1046738	C1046739	synthetic
Entity4674	follows	Entity7016	C1046740	C1046741	synthetic
Entity4674	similar_to	Entity5263	C1046742	C1046743	synthetic
Entity4675	causes	Entity6156	C1046744	C1046745	synthetic
Entity4675	precedes	Entity1826	C1046746	C1046747	synthetic
Entity4675	activates	Entity8632	C1046748	C1046749	synthetic
Entity4675	binds_to	Entity224	C1046750	C1046751	synthetic
Entity4675	belongs_to_pathway	Entity1744	C1046752	C1046753	synthetic
Entity4676	regulates	Entity4559	C1046754	C1046755	synthetic
Entity4676	regulates	Entity8002	C1046756	C1046757	synthetic
Entity4676	activates	Entity8164	C1046758	C1046759	synthetic
Entity4676	binds_to	Entity3901	C1046760	C1046761	synthetic
Entity4676	has_phenotype	Entity3651	C1046762	C1046763	synthetic
Entity4677	co_occurs_with	Entity9973	C1046764	C1046765	synthetic
Entity4677	derived_from	Entity4073	C1046766	C1046767	synthetic
Entity4677	co_occurs_with	Entity9879	C1046768	C1046769	synthetic
Entity4677	interacts_with	Entity564	C1046770	C1046771	synthetic
Entity4677	correlated_with	Entity6988	C1046772	C1046773	synthetic
Entity4678	expressed_in	Entity5902	C1046774	C1046775	synthetic
Entity4678	activates	Entity5944	C1046776	C1046777	synthetic
Entity4678	co_occurs_with	Entity1253	C1046778	C1046779	synthetic
Entity4678	causes	Entity5239	C1046780	C1046781	synthetic
Entity4678	associated_with	Entity4163	C1046782	C1046783	synthetic
Entity4679	inhibits	Entity9232	C1046784	C1046785	synthetic
Entity4679	associated_with	Entity7762	C1046786	C1046787	synthetic
Entity4679	interacts_with	Entity1353	C1046788	C1046789	synthetic
Entity4679	belongs_to_pathway	Entity8492	C1046790	C1046791	synthetic
Entity4679	precedes	Entity6518	C1046792	C1046793	synthetic
Entity4680	similar_to	Entity9376	C1046794	C1046795	synthetic
Entity4680	associated_with	Entity4401	C1046796	C1046797	synthetic
Entity4680	mutated_in	Entity5873	C1046798	C1046799	synthetic
Entity4680	associated_with	Entity9251	C1046800	C1046801	synthetic
Entity4680	has_phenotype	Entity5366	C1046802	C1046803	synthetic
Entity4681	part_of	Entity532	C1046804	C1046805	synthetic
Entity4681	co_occurs_with	Entity5736	C1046806	C1046807	synthetic
Entity4681	expressed_in	Entity9347	C1046808	C1046809	synthetic
Entity4681	treats	Entity8227	C1046810	C1046811	synthetic
Entity4681	binds_to	Entity8693	C1046812	C1046813	synthetic
Entity4682	expressed_in	Entity7322	C1046814	C1046815	synthetic
Entity4682	located_in	Entity6399	C1046816	C1046817	synthetic
Entity4682	causes	Entity8279	C1046818	C1046819	synthetic
Entity4682	inhibits	Entity6499	C1046820	C1046821	synthetic
Entity4682	part_of	Entity9934	C1046822	C1046823	synthetic
Entity4683	regulates	Entity2816	C1046824	C1046825	synthetic
Entity4683	derived_from	Entity1260	C1046826	C1046827	synthetic
Entity4683	treats	Entity1554	C1046828	C1046829	synthetic
Entity4683	has_phenotype	Entity9778	C1046830	C1046831	synthetic
Entity4683	causes	Entity4413	C1046832	C1046833	synthetic
Entity4684	mutated_in	Entity6246	C1046834	C1046835	synthetic
Entity4684	correlated_with	Entity7994	C1046836	C1046837	synthetic
Entity4684	correlated_with	Entity424	C1046838	C1046839	synthetic
Entity4684	causes	Entity8728	C1046840	C1046841	synthetic
Entity4684	correlated_with	Entity6451	C1046842	C1046843	synthetic
Entity4685	treats	Entity3299	C1046844	C1046845	synthetic
Entity4685	expressed_in	Entity2010	C1046846	C1046847	synthetic
Entity4685	similar_to	Entity1929	C1046848	C1046849	synthetic
Entity4685	belongs_to_pathway	Entity9544	C1046850	C1046851	synthetic
Entity4685	expressed_in	Entity9874	C1046852	C1046853	synthetic
Entity4686	expressed_in	Entity9083	C1046854	C1046855	synthetic
Entity4686	inhibits	Entity2624	C1046856	C1046857	synthetic
Entity4686	treats	Entity3955	C1046858	C1046859	synthetic
Entity4686	belongs_to_pathway	Entity3037	C1046860	C1046861	synthetic
Entity4686	co_occurs_with	Entity6392	C1046862	C1046863	synthetic
Entity4687	expressed_in	Entity8165	C1046864	C1046865	synthetic
Entity4687	associated_with	Entity5672	C1046866	C1046867	synthetic
Entity4687	correlated_with	Entity3509	C1046868	C1046869	synthetic
Entity4687	derived_from	Entity5636	C1046870	C1046871	synthetic
Entity4687	derived_from	Entity2019	C1046872	C1046873	synthetic
Entity4688	similar_to	Entity2864	C1046874	C1046875	synthetic
Entity4688	binds_to	Entity1902	C1046876	C1046877	synthetic
Entity4688	inhibits	Entity1506	C1046878	C1046879	synthetic
Entity4688	mutated_in	Entity4575	C1046880	C1046881	synthetic
Entity4688	co_occurs_with	Entity8139	C1046882	C1046883	synthetic
Entity4689	expressed_in	Entity3090	C1046884	C1046885	synthetic
Entity4689	belongs_to_pathway	Entity3302	C1046886	C1046887	synthetic
Entity4689	activates	Entity8059	C1046888	C1046889	synthetic
Entity4689	binds_to	Entity8029	C1046890	C1046891	synthetic
Entity4689	interacts_with	Entity2947	C1046892	C1046893	synthetic
Entity4690	expressed_in	Entity5071	C1046894	C1046895	synthetic
Entity4690	part_of	Entity194	C1046896	C1046897	synthetic
Entity4690	mutated_in	Entity4139	C1046898	C1046899	synthetic
Entity4690	similar_to	Entity568	C1046900	C1046901	synthetic
Entity4690	activates	Entity9730	C1046902	C1046903	synthetic
Entity4691	binds_to	Entity7883	C1046904	C1046905	synthetic
Entity4691	has_phenotype	Entity1833	C1046906	C1046907	synthetic
Entity4691	similar_to	Entity8326	C1046908	C1046909	synthetic
Entity4691	part_of	Entity1073	C1046910	C1046911	synthetic
Entity4691	expressed_in	Entity4710	C1046912	C1046913	synthetic
Entity4692	causes	Entity5609	C1046914	C1046915	synthetic
Entity4692	follows	Entity5395	C1046916	C1046917	synthetic
Entity4692	belongs_to_pathway	Entity2227	C1046918	C1046919	synthetic
Entity4692	associated_with	Entity3706	C1046920	C1046921	synthetic
Entity4692	has_phenotype	Entity9415	C1046922	C1046923	synthetic
Entity4693	precedes	Entity5880	C1046924	C1046925	synthetic
Entity4693	co_occurs_with	Entity8055	C1046926	C1046927	synthetic
Entity4693	part_of	Entity9958	C1046928	C1046929	synthetic
Entity4693	located_in	Entity3665	C1046930	C1046931	synthetic
Entity4693	mutated_in	Entity4839	C1046932	C1046933	synthetic
Entity4694	inhibits	Entity8004	C1046934	C1046935	synthetic
Entity4694	follows	Entity7542	C1046936	C1046937	synthetic
Entity4694	similar_to	Entity5705	C1046938	C1046939	synthetic
Entity4694	activates	Entity2440	C1046940	C1046941	synthetic
Entity4694	interacts_with	Entity8529	C1046942	C1046943	synthetic
Entity4695	treats	Entity6918	C1046944	C1046945	synthetic
Entity4695	follows	Entity2091	C1046946	C1046947	synthetic
Entity4695	treats	Entity2434	C1046948	C1046949	synthetic
Entity4695	belongs_to_pathway	Entity3921	C1046950	C1046951	synthetic
Entity4695	interacts_with	Entity1698	C1046952	C1046953	synthetic
Entity4696	activates	Entity1206	C1046954	C1046955	synthetic
Entity4696	causes	Entity3399	C1046956	C1046957	synthetic
Entity4696	associated_with	Entity1751	C1046958	C1046959	synthetic
Entity4696	belongs_to_pathway	Entity7789	C1046960	C1046961	synthetic
Entity4696	has_phenotype	Entity3075	C1046962	C1046963	synthetic
Entity4697	mutated_in	Entity726	C1046964	C1046965	synthetic
Entity4697	located_in	Entity4262	C1046966	C1046967	synthetic
Entity4697	binds_to	Entity9449	C1046968	C1046969	synthetic
Entity4697	regulates	Entity8606	C1046970	C1046971	synthetic
Entity4697	mutated_in	Entity1697	C1046972	C1046973	synthetic
Entity4698	expressed_in	Entity3459	C1046974	C1046975	synthetic
Entity4698	mutated_in	Entity2066	C1046976	C1046977	synthetic
Entity4698	mutated_in	Entity3737	C1046978	C1046979	synthetic
Entity4698	precedes	Entity546	C1046980	C1046981	synthetic
Entity4698	activates	Entity7931	C1046982	C1046983	synthetic
Entity4699	belongs_to_pathway	Entity8580	C1046984	C1046985	synthetic
Entity4699	causes	Entity7774	C1046986	C1046987	synthetic
Entity4699	regulates	Entity9429	C1046988	C1046989	synthetic
Entity4699	follows	Entity3394	C1046990	C1046991	synthetic
